PM10 TEMP_MEAN H_TEMP L_TEMP CLOUD RAIN TEMP_Range
50 -1.5 0.2 -3.1 7.4 2.1 3.3
32 -11.1 -2.6 -13.8 1.3 0.0 11.2
39 -11.5 -6.1 -15.8 1.6 0 9.7
47 -7.2 -2.6 -12.3 3.6 0 9.7
45 -4.0 -0.5 -8.4 3.5 1.2 7.9
29 -5.8 -0.9 -10.4 2.6 0 9.5
35 -3.8 -1.9 -4.8 8.0 0.0 2.9
50 -1.3 2.9 -6.3 3.3 0 9.2
71 1.1 5.2 -2.6 6.0 0 7.8
48 -1.2 1.5 -5.2 2.1 0 6.7
37 -2.6 2.6 -7.0 2.0 0 9.6
42 2.3 5.8 -2.1 9.3 0.0 7.9
46 0.5 3.1 -2.5 6.9 0 5.6
32 -2.9 0.6 -7.1 2.0 0 7.7
31 -4.8 0.0 -8.7 1.8 0 8.7
36 -1.7 2.5 -5.3 2.8 0.0 7.8
61 0.5 4.3 -3.1 4.1 3.9 7.4
38 -0.9 2.4 -4.4 0.8 0 6.8
45 1.4 5.3 -2.4 4.1 0 7.7
49 3.3 8.6 -0.7 7.0 0 9.3
60 4.8 7.5 2.5 8.6 0.0 5.0
72 3.4 8.8 0.8 4.6 0 8.0
80 6.7 13.9 -1.1 5.4 1.0 15.0
52 0.8 7.7 -2.4 3.8 3.0 10.1
35 -0.8 3.1 -4.4 3.5 0 7.5
38 0.4 4.8 -3.5 1.8 0 8.3
71 3.1 8.9 -0.7 4.6 0 9.6
84 3.7 9.1 -0.7 0.0 0 9.8
83 7.9 14.3 0.9 1.6 0 13.4
134 8.0 11.7 4.3 7.9 0.5 7.4
141 8.5 14.1 3.8 3.6 0 10.3
145 13.2 23.8 6.2 1.5 0 17.6
47 1.2 7.9 -1.5 0.4 0 9.4
47 4.2 12.1 -2.6 0.0 0 14.7
61 7.5 11.7 1.6 6.3 3.5 10.1
24 5.2 8.4 1.8 6.8 11.5 6.6
23 4.1 9.8 0.9 3.4 0 8.9
51 4.6 10.5 0.0 0.9 0 10.5
41 6.3 12.7 1.6 2.4 0 11.1
49 8.2 15.9 3.4 7.0 7.5 12.5
27 8.3 14.2 5.3 6.0 1.0 8.9
47 8.0 11.4 5.2 8.5 0 6.2
29 2.8 8.5 -2.5 5.3 0.1 11.0
41 1.5 7.2 -4.0 0.0 0 11.2
49 3.4 6.9 0.9 6.1 0 6.0
62 5.4 12.1 -1.2 1.6 0 13.3
45 5.1 10.2 1.8 2.1 0 8.4
42 2.8 7.8 -0.7 0.3 0 8.5
45 4.4 10.4 -0.9 0.8 0 11.3
41 7.5 14.9 1.4 0.0 0 13.5
38 7.3 12.0 4.4 7.0 0 7.6
39 5.4 10.4 0.6 1.9 0 9.8
42 4.9 10.2 2.3 7.8 0.2 7.9
44 6.3 13.2 1.0 0.0 0 12.2
64 9.2 13.4 3.3 7.3 0.5 10.1
30 7.2 9.5 5.8 7.6 8.5 3.7
55 7.9 14.1 3.9 4.5 0 10.2
111 12.6 19.8 5.6 1.8 0 14.2
154 14.6 19.9 10.1 7.8 0 9.8
58 7.5 13.0 2.5 10.0 14.0 10.5
19 5.1 9.6 2.0 4.0 1.0 7.6
44 8.0 13.8 2.5 5.1 1.0 11.3
60 6.2 10.7 3.2 4.0 0.5 7.5
29 5.0 8.1 1.3 4.4 1.5 6.8
37 5.5 9.6 3.7 3.6 0.5 5.9
32 6.9 11.9 2.2 1.1 0 9.7
45 11.4 17.5 3.4 3.5 0 14.1
60 8.3 12.2 4.2 3.4 3.5 8.0
51 7.5 12.5 2.6 4.5 0 9.9
58 13.2 19.1 8.6 7.9 0 10.5
41 14.8 20.6 10.3 5.9 0 10.3
54 12.3 16.3 9.0 4.3 0 7.3
33 9.8 15.0 5.1 5.1 0 9.9
30 6.6 10.1 4.0 9.1 9.5 6.1
61 9.0 15.3 4.2 3.4 0 11.1
65 11.4 17.2 5.6 3.4 0 11.6
45 11.2 14.8 9.7 9.8 5.5 5.1
37 12.3 18.0 8.3 3.1 0.1 9.7
63 9.3 13.8 7.9 8.6 4.5 5.9
42 11.7 16.3 6.9 1.6 0.1 9.4
49 12.8 18.5 8.2 1.6 0 10.3
36 16.0 21.6 10.3 6.1 0 11.3
40 13.5 17.7 9.0 5.4 21.0 8.7
57 13.4 19.5 7.7 2.3 0 11.8
39 13.2 18.6 8.7 3.3 1.0 9.9
36 12.4 17.1 9.0 4.1 1.0 8.1
47 12.6 18.2 9.0 6.0 0.0 9.2
61 13.9 19.6 9.3 1.8 0 10.3
51 14.3 20.6 9.2 0.0 0 11.4
47 14.6 21.3 7.9 0.0 0 13.4
72 18.7 26.7 11.9 0.0 0 14.8
61 19.4 26.2 12.7 2.3 0 13.5
64 18.1 23.0 14.7 8.5 2.5 8.3
29 14.0 16.1 10.4 9.9 22.0 5.7
74 17.9 24.8 11.0 3.1 0 13.8
104 19.1 22.5 16.4 6.1 1.0 6.1
73 21.6 26.8 17.7 3.1 0 9.1
54 20.2 25.3 17.0 7.6 0 8.3
57 19.4 24.4 15.6 4.8 0 8.8
19 22.0 28.3 15.3 0.0 0 13.0
24 20.2 26.6 15.7 4.4 0 10.9
41 17.7 22.3 13.7 9.4 14.5 8.6
14 16.6 21.5 13.6 8.0 19.5 7.9
41 14.4 18.5 12.1 5.5 0 6.4
43 17.7 24.6 10.2 0.4 0 14.4
63 19.7 25.9 13.9 4.3 0 12.0
100 22.1 30.2 15.4 0.0 0 14.8
94 21.3 27.5 15.7 0.4 0 11.8
89 24.7 31.8 18.2 5.1 0 13.6
88 23.9 28.4 20.8 8.4 0 7.6
53 19.7 22.6 17.7 10.0 56.5 4.9
14 18.9 20.9 17.6 10.0 11.5 3.3
34 16.1 18.1 14.9 9.6 2.5 3.2
69 19.2 25.0 14.3 2.9 0 10.7
62 21.3 27.8 13.9 5.8 0 13.9
62 21.7 27.9 17.4 4.6 0 10.5
51 23.5 30.8 16.3 0.0 0 14.5
56 21.3 26.7 18.4 0.8 0 8.3
39 22.8 28.4 17.5 3.0 0.2 10.9
46 24.8 30.4 19.1 2.4 0 11.3
42 25.0 30.0 21.7 4.1 0 8.3
40 25.7 31.1 20.7 1.8 0 10.4
54 26.4 31.2 21.0 6.6 0 10.2
37 27.4 32.4 22.3 2.4 0 10.1
31 27.5 32.2 21.6 2.8 0 10.6
25 23.7 26.7 20.5 9.3 7.0 6.2
13 20.5 22.5 19.6 9.8 6.5 2.9
46 23.0 27.5 18.8 8.5 0 8.7
56 24.6 29.7 20.9 5.8 0 8.8
35 24.6 29.1 21.3 3.9 0 7.8
26 22.5 27.5 19.8 6.1 0 7.7
26 22.3 25.8 19.9 9.6 0.5 5.9
22 21.7 23.1 20.5 10.0 12.0 2.6
35 24.3 29.6 20.6 7.0 0.1 9.0
45 25.8 31.1 20.9 6.8 0 10.2
46 26.6 31.8 22.9 7.1 0 8.9
51 25.1 29.6 22.7 7.9 0 6.9
36 22.9 26.2 20.6 7.6 0.3 5.6
46 23.5 29.4 19.6 5.5 0 9.8
45 25.1 29.8 21.0 8.4 0 8.8
35 24.5 29.7 21.1 5.1 0.0 8.6
39 25.1 31.8 20.4 5.3 0 11.4
33 25.5 30.6 21.5 5.8 1.5 9.1
35 27.2 32.6 21.8 2.0 0 10.8
50 27.7 31.9 23.4 3.3 0.2 8.5
47 27.1 31.3 23.9 6.3 0 7.4
33 24.3 27.9 21.5 9.5 51.5 6.4
30 25.2 30.7 20.5 6.1 0 10.2
45 24.9 27.6 23.1 9.9 32.5 4.5
32 25.6 30.2 22.1 7.4 1.0 8.1
57 25.2 30.6 21.6 4.5 0 9.0
40 24.9 29.5 22.4 8.1 3.0 7.1
16 24.3 26.3 22.3 10.0 68.0 4.0
27 24.5 26.2 23.5 10.0 6.5 2.7
32 25.3 26.1 24.6 10.0 1.0 1.5
35 24.6 25.1 23.8 10.0 14.0 1.3
24 23.6 24.3 23.2 10.0 74.0 1.1
14 24.2 25.6 22.2 10.0 165.0 3.4
16 24.1 25.4 23.1 10.0 23.0 2.3
17 26.5 29.1 23.6 9.4 3.5 5.5
16 26.9 28.8 25.2 9.8 1.5 3.6
18 24.2 25.7 23.5 10.0 18.5 2.2
17 25.1 27.7 23.8 9.0 26.5 3.9
18 26.8 30.5 23.3 7.0 0 7.2
17 27.0 30.3 25.3 8.4 1.0 5.0
22 26.8 28.4 25.6 10.0 0.5 2.8
23 26.4 29.4 24.1 9.9 84.5 5.3
30 25.7 26.4 24.7 10.0 56.5 1.7
35 24.7 27.6 23.2 7.8 11.5 4.4
79 26.0 30.2 22.9 6.8 0.0 7.3
91 26.5 31.1 23.1 2.9 0 8.0
51 26.2 31.2 23.1 6.9 0.2 8.1
37 25.3 26.7 23.9 10.0 11.0 2.8
59 26.5 29.6 24.4 6.4 3.5 5.2
40 26.3 29.9 24.0 8.9 9.5 5.9
39 26.4 29.0 24.7 8.3 8.5 4.3
34 28.0 32.1 24.5 7.1 0 7.6
33 27.4 29.3 25.2 9.1 7.5 4.1
19 28.9 32.6 26.7 8.1 0.1 5.9
39 28.3 31.3 26.4 8.0 4.5 4.9
46 27.7 30.1 26.4 7.0 7.0 3.7
30 26.4 27.6 23.0 6.6 45.0 4.6
40 28.7 32.1 25.0 7.5 0 7.1
51 29.3 32.8 27.3 7.4 0 5.5
77 29.2 30.8 27.9 9.9 0.0 2.9
66 28.0 29.4 25.8 7.1 2.0 3.6
45 28.7 33.2 24.2 5.8 0 9.0
31 29.3 32.6 27.1 5.3 0 5.5
17 29.0 32.9 26.6 4.8 0 6.3
18 28.6 32.0 26.2 5.0 0 5.8
16 28.7 32.4 25.8 6.6 0.0 6.6
15 28.7 31.7 26.1 7.5 4.5 5.6
23 28.7 31.6 27.1 7.5 0 4.5
37 28.3 31.5 26.0 9.8 13.0 5.5
30 28.2 32.3 25.7 4.9 6.0 6.6
33 27.4 32.3 23.0 3.0 0 9.3
30 28.8 33.9 24.2 3.8 0 9.7
39 29.3 32.3 26.3 6.8 0.0 6.0
21 25.7 28.7 23.7 8.3 35.0 5.0
31 26.6 31.5 21.9 2.4 0 9.6
29 27.1 32.1 22.0 4.1 0 10.1
30 27.0 31.6 22.8 1.6 0 8.8
50 25.6 29.3 22.5 2.4 0 6.8
58 26.4 30.8 22.7 5.4 0 8.1
48 25.5 26.7 24.5 9.4 21.5 2.2
25 25.1 28.3 22.3 5.1 0 6.0
22 24.0 27.9 21.1 5.6 2.5 6.8
21 23.5 28.2 19.8 3.0 0 8.4
26 22.4 26.9 17.3 2.9 0 9.6
21 21.7 26.8 16.4 1.5 0 10.4
18 22.0 27.5 16.4 1.6 0 11.1
16 21.2 24.1 17.9 8.3 0.0 6.2
14 20.8 23.1 19.0 9.5 0.0 4.1
15 21.9 26.9 17.9 5.8 0 9.0
41 22.9 27.9 18.4 4.1 0 9.5
63 23.0 26.5 19.8 7.4 0 6.7
71 22.0 25.2 19.1 9.3 11.5 6.1
24 20.1 20.9 19.1 9.8 36.5 1.8
33 23.0 26.3 20.3 10.0 0.5 6.0
19 22.9 25.2 20.9 9.3 50.0 4.3
16 23.1 25.3 21.5 9.1 11.5 3.8
24 23.4 28.2 20.3 3.0 0 7.9
25 20.9 27.0 15.2 0.3 0 11.8
29 22.6 29.3 17.0 0.6 0 12.3
41 24.4 31.1 17.5 1.0 0 13.6
41 24.7 30.2 20.5 0.1 0 9.7
41 23.4 28.0 20.1 5.4 0 7.9
33 23.8 27.8 19.9 7.4 0 7.9
18 23.1 27.2 20.4 6.8 0.0 6.8
26 23.8 29.0 18.6 6.3 0 10.4
26 22.0 23.9 20.0 9.8 4.5 3.9
19 19.5 24.2 15.3 4.9 0 8.9
21 17.3 22.5 12.7 0.1 0 9.8
35 17.9 24.0 10.9 3.8 0 13.1
42 17.4 19.9 15.2 9.5 4.0 4.7
15 17.2 19.7 14.7 9.6 19.0 5.0
10 20.7 25.5 18.0 5.9 1.0 7.5
21 21.6 27.2 17.2 5.6 0 10.0
31 19.4 22.8 15.0 3.9 0 7.8
22 16.3 21.3 11.0 0.4 0 10.3
31 17.4 25.1 10.7 0.0 0 14.4
24 20.0 28.1 12.6 2.0 0 15.5
13 20.8 25.7 15.4 6.6 0.0 10.3
15 22.8 26.9 19.8 9.4 0 7.1
15 20.0 21.8 18.0 10.0 3.0 3.8
17 20.5 26.4 15.5 2.5 0 10.9
28 21.1 26.4 15.9 3.9 0 10.5
41 18.1 20.7 14.1 4.3 6.5 6.6
26 16.4 21.5 11.0 0.1 0 10.5
34 17.3 23.4 12.2 0.0 0 11.2
35 18.3 24.4 13.3 0.5 0 11.1
24 12.0 17.4 7.7 6.5 3.5 9.7
18 11.2 16.8 6.1 0.1 0 10.7
29 12.4 18.9 6.8 2.0 0 12.1
28 13.6 20.2 8.1 1.0 0 12.1
22 14.6 19.5 9.8 5.4 0 9.7
19 16.7 22.9 11.7 4.9 0 11.2
15 16.2 22.2 12.0 2.6 0 10.2
15 15.9 21.7 11.3 0.5 0 10.4
21 16.2 22.1 12.2 1.3 0 9.9
40 13.1 18.5 7.8 1.6 0 10.7
44 9.3 14.5 5.3 0.0 0 9.2
43 10.0 15.7 4.3 0.0 0 11.4
47 11.4 18.0 5.1 0.1 0 12.9
55 11.6 16.7 6.7 3.0 0 10.0
60 12.7 16.5 9.5 6.5 0.5 7.0
26 10.5 16.2 6.4 1.5 0 9.8
39 11.7 18.8 5.5 2.3 0 13.3
50 14.8 20.7 8.6 5.4 0 12.1
46 11.6 14.9 8.6 7.3 7.5 6.3
51 11.9 16.7 7.8 5.9 0.0 8.9
49 12.6 17.6 9.2 1.4 0 8.4
54 12.3 18.5 7.5 1.1 0 11.0
57 12.2 15.9 9.0 9.1 1.0 6.9
43 12.2 15.8 7.5 1.8 0.1 8.3
25 9.0 14.5 4.0 3.4 0.1 10.5
28 11.6 15.5 9.2 9.6 5.5 6.3
16 5.5 10.4 2.1 1.8 0.0 8.3
30 2.6 7.5 -1.4 0.0 0 8.9
23 3.4 8.5 -1.1 0.3 0 9.6
38 4.8 11.4 -0.9 1.9 0 12.3
48 6.7 9.9 3.1 8.9 1.0 6.8
68 8.2 12.4 5.8 5.3 2.0 6.6
74 7.0 12.0 2.4 5.0 2.0 9.6
22 5.2 7.6 2.2 4.0 1.0 5.4
16 1.1 4.2 -1.5 3.3 0.0 5.7
23 1.1 3.8 -1.7 4.9 0.0 5.5
23 1.5 5.9 -1.9 0.0 0 7.8
26 2.6 7.3 -1.4 0.6 0 8.7
62 4.6 10.5 -0.7 0.0 0 11.2
101 7.1 12.5 2.2 1.8 0 10.3
91 7.3 10.6 4.4 7.4 14.0 6.2
18 4.7 10.2 -0.1 6.8 9.5 10.3
26 2.1 5.8 -2.4 5.4 1.5 8.2
20 0.0 4.7 -4.3 7.0 1.7 9.0
52 -3.8 -0.9 -6.4 2.1 0 5.5
46 -0.7 4.8 -5.4 0.5 0.0 10.2
48 5.3 10.6 -1.1 5.4 0 11.7
58 4.5 8.6 1.4 3.4 0 7.2
63 3.9 6.6 0.1 8.6 0.0 6.5
80 6.7 9.9 4.5 4.1 0 5.4
102 5.5 9.6 2.1 2.1 0 7.5
123 5.5 9.0 2.1 6.8 0 6.9
30 3.0 7.0 -0.7 3.0 0.0 7.7
33 6.2 11.0 3.8 4.8 0.1 7.2
45 4.2 6.5 2.5 5.8 0.0 4.0
35 3.8 5.2 1.9 10.0 14.0 3.3
41 0.3 3.5 -2.2 2.8 0 5.7
24 -1.7 0.2 -4.3 5.0 2.6 4.5
27 -3.2 0.3 -6.3 5.5 4.1 6.6
39 -6.8 -4.3 -8.9 1.8 0 4.6
31 -4.9 -1.4 -8.5 3.6 1.1 7.1
34 -4.4 0.7 -8.0 0.1 0 8.7
54 -3.6 0.5 -7.3 5.6 0 7.8
64 -0.3 4.7 -5.5 7.3 0 10.2
34 2.2 6.5 -0.9 6.5 0.8 7.4
34 -3.5 -0.9 -6.5 7.5 0.3 5.6
92 -4.0 -0.1 -8.1 3.8 0.0 8.0
88 -3.1 0.9 -6.3 0.0 0 7.2
45 -2.1 3.1 -6.8 3.1 0 9.9
39 -1.1 2.3 -3.7 2.5 0 6.0
68 -1.6 4.0 -5.9 0.0 0 9.9
76 -0.5 3.7 -4.4 3.8 0 8.1
67 -0.5 2.7 -4.0 7.5 1.6 6.7
49 -6.8 -3.7 -9.3 0.0 0 5.6
21 -6.5 -2.7 -9.8 0.5 0 7.1
30 -2.9 1.6 -8.0 3.9 0.1 9.6
81 2.2 6.3 -1.9 1.1 0 8.2
108 3.8 8.0 0.5 3.0 0 7.5
117 4.0 7.9 0.3 2.1 0.0 7.6
52 1.5 6.2 -1.3 0.3 0 7.5
59 2.3 7.3 -1.1 4.6 0 8.4
44 -0.1 5.6 -3.7 0.9 0 9.3
42 -0.8 3.8 -4.3 2.1 0 8.1
66 0.8 6.4 -3.7 3.1 0 10.1
84 3.0 5.5 0.3 8.5 0.0 5.2
67 0.5 4.0 -5.7 7.4 0.0 9.7
20 -7.8 -4.3 -10.4 0.0 0 6.1
34 -4.7 -0.9 -9.3 3.1 0.0 8.4
50 -1.7 2.4 -5.4 4.5 0 7.8
58 -2.4 2.5 -7.7 2.5 0.0 10.2
27 -6.2 -1.6 -10.5 0.0 0 8.9
41 -4.3 1.1 -8.9 0.0 0 10.0
56 -2.9 2.2 -7.6 0.9 0 9.8
96 0.1 3.6 -4.0 6.8 0 7.6
117 -0.1 3.8 -3.7 1.8 0 7.5
57 -2.2 0.8 -4.9 0.4 0 5.7
48 -2.6 2.4 -7.4 4.9 0.0 9.8
63 -1.5 1.9 -4.2 9.6 5.3 6.1
103 -5.5 -3.1 -7.2 5.3 0.7 4.1
94 -3.9 1.6 -9.5 1.0 0 11.1
56 -0.8 4.1 -5.2 3.4 0 9.3
60 3.0 5.7 -1.1 8.5 0 6.8
50 4.2 6.3 -0.4 7.0 3.0 6.7
34 -2.1 2.3 -5.3 0.0 0 7.6
37 0.2 6.0 -5.4 1.6 0 11.4
30 1.5 4.6 -3.0 3.6 0.5 7.6
41 2.2 8.2 -5.3 4.3 0 13.5
39 4.0 6.5 -1.0 5.8 3.5 7.5
23 1.3 7.0 -4.3 1.0 0 11.3
25 4.9 6.0 3.7 9.6 11.0 2.3
20 4.9 6.5 2.8 8.9 0.5 3.7
61 -3.5 2.8 -8.2 2.6 0 11.0
33 -7.4 -3.7 -10.5 0.1 0 6.8
41 -4.8 0.3 -8.9 4.5 0 9.2
46 -1.3 4.5 -5.2 5.0 0 9.7
17 2.4 7.6 -2.0 8.4 0.0 9.6
10 0.2 2.5 -1.5 9.8 4.3 4.0
19 -1.6 0.7 -3.4 8.0 0.2 4.1
26 -0.1 4.4 -2.9 4.5 0.2 7.3
18 0.2 5.2 -3.8 0.8 0 9.0
22 1.2 5.1 -2.0 4.4 0.0 7.1
24 1.9 6.5 -2.1 5.6 0 8.6
18 2.7 7.6 -0.7 4.0 0 8.3
32 2.7 8.5 -1.9 0.4 0 10.4
59 2.8 8.1 -1.1 5.8 0 9.2
75 4.2 8.5 0.9 6.4 0 7.6
21 2.5 5.4 0.3 5.3 0 5.1
29 2.1 6.7 -1.9 3.5 0 8.6
65 1.2 5.5 -1.2 0.9 0 6.7
65 0.9 6.9 -4.0 0.0 0 10.9
91 2.2 7.4 -2.1 1.4 0 9.5
102 3.1 8.5 -1.8 0.0 0 10.3
155 4.1 9.3 -0.3 0.0 0 9.6
162 5.7 12.3 0.6 0.0 0 11.7
133 8.4 16.4 1.4 1.0 0 15.0
114 7.7 13.1 3.8 4.8 0 9.3
110 6.7 12.3 1.3 6.3 0 11.0
90 6.0 9.4 3.3 8.1 0 6.1
28 4.5 10.1 -0.2 0.6 0 10.3
57 5.2 11.9 -1.0 0.0 0 12.9
81 6.3 12.3 2.2 5.5 0 10.1
37 1.4 5.3 -1.4 0.5 0.0 6.7
32 0.3 5.0 -3.0 1.9 0.0 8.0
28 -0.6 4.3 -4.6 1.8 0 8.9
40 2.0 7.0 -2.2 5.1 0 9.2
34 1.4 4.8 -1.6 3.4 2.2 6.4
36 1.5 7.7 -3.6 0.0 0 11.3
47 4.5 9.4 -0.9 2.5 0 10.3
40 6.9 9.5 4.0 8.6 0.2 5.5
44 5.2 8.3 1.6 7.6 0.0 6.7
61 3.4 8.5 -1.5 1.0 0 10.0
90 6.8 13.4 0.1 1.1 0 13.3
93 11.3 18.5 5.7 3.0 0 12.8
62 12.6 19.4 6.9 6.5 0.5 12.5
120 10.5 16.0 7.7 6.3 0.4 8.3
117 9.6 12.3 7.4 7.1 0 4.9
62 6.3 10.3 2.8 6.8 0.4 7.5
30 5.9 12.0 1.2 0.3 0 10.8
54 8.6 15.5 2.3 1.0 0 13.2
78 9.6 15.5 4.6 0.0 0 10.9
54 10.9 15.3 4.6 5.9 0.0 10.7
52 14.6 18.2 11.9 10.0 0.0 6.3
63 15.4 21.9 11.8 5.4 0.0 10.1
81 13.5 20.4 7.7 0.9 0 12.7
105 16.6 23.8 11.3 5.5 0 12.5
51 15.0 18.0 13.2 9.5 3.5 4.8
35 14.9 20.6 10.2 2.9 0.0 10.4
61 14.5 20.2 8.8 3.1 0 11.4
66 15.6 23.0 9.5 2.4 0 13.5
59 15.5 21.9 9.9 4.3 0 12.0
54 10.2 13.6 5.5 8.0 0.5 8.1
21 6.6 11.7 2.3 3.8 0 9.4
40 6.2 11.0 3.5 3.5 0.0 7.5
37 7.4 12.8 2.3 0.5 0 10.5
63 10.3 16.7 4.9 3.4 0 11.8
46 11.9 19.7 5.7 0.0 0 14.0
66 10.3 15.3 7.0 5.8 0 8.3
60 12.5 20.0 7.2 5.9 0 12.8
67 13.6 18.7 10.1 5.3 0 8.6
73 14.3 17.2 11.1 9.4 0 6.1
73 17.2 24.3 13.2 6.4 0 11.1
66 16.3 22.4 12.1 0.5 0 10.3
71 12.9 16.8 9.3 4.1 0 7.5
146 14.0 19.4 10.0 6.8 0 9.4
85 14.7 20.9 8.4 6.9 3.0 12.5
63 15.9 23.0 12.0 4.3 0 11.0
44 14.0 18.4 11.4 7.9 0 7.0
40 14.6 21.6 10.0 3.1 0 11.6
54 15.1 21.4 9.8 3.9 0 11.6
55 16.0 23.3 9.6 2.1 0 13.7
81 17.2 24.9 10.4 0.0 0 14.5
106 18.6 26.2 12.1 0.6 0 14.1
63 19.0 25.9 12.3 0.4 0 13.6
54 18.7 25.4 13.3 7.9 0 12.1
26 15.6 18.3 13.6 10.0 8.5 4.7
11 13.6 15.0 12.2 10.0 13.5 2.8
13 15.0 18.9 11.9 9.3 5.5 7.0
25 16.1 21.4 11.4 5.9 0.0 10.0
50 16.0 22.1 10.4 0.0 0 11.7
76 15.7 24.8 11.1 6.0 1.0 13.7
26 13.1 19.3 8.0 1.3 0 11.3
37 12.3 20.5 8.5 5.8 0.2 12.0
36 11.3 15.5 6.8 1.3 0 8.7
39 13.1 19.0 7.6 0.0 0 11.4
43 15.7 22.3 8.7 6.4 2.0 13.6
33 14.5 19.5 11.5 5.4 4.0 8.0
40 16.8 23.8 9.8 0.3 0 14.0
34 20.5 28.3 12.9 0.6 0 15.4
29 18.9 23.8 15.9 8.3 23.0 7.9
40 16.4 20.4 13.6 5.9 10.0 6.8
88 19.2 25.6 11.9 1.9 0 13.7
75 19.6 25.9 15.3 3.4 0 10.6
47 18.2 23.7 14.5 2.6 0.3 9.2
51 19.0 26.2 12.3 1.0 0 13.9
56 20.0 26.2 14.3 3.6 0 11.9
50 20.3 27.1 13.7 1.8 0 13.4
57 20.0 26.2 14.1 4.4 0 12.1
70 21.5 28.4 16.1 5.6 0 12.3
54 20.1 26.5 15.9 2.4 0 10.6
46 20.9 28.3 13.6 0.5 0 14.7
70 22.0 27.8 17.6 3.0 0 10.2
65 21.3 27.9 16.9 7.8 0 11.0
47 20.5 24.9 18.3 10.0 21.0 6.6
77 19.4 24.7 16.5 4.4 1.5 8.2
147 22.8 28.3 16.7 0.8 0 11.6
164 24.0 29.8 19.9 1.5 0 9.9
120 23.2 30.9 17.5 0.9 0 13.4
69 24.8 31.8 17.3 0.1 0 14.5
109 26.2 33.3 20.5 1.3 0 12.8
86 24.7 29.9 20.4 8.0 0 9.5
79 22.6 24.6 20.6 10.0 2.0 4.0
24 18.7 21.0 17.5 8.6 33.0 3.5
19 22.8 27.8 18.7 6.5 0 9.1
18 22.9 26.1 20.4 7.6 0 5.7
27 24.4 31.1 18.8 1.4 0 12.3
34 23.5 27.1 19.7 6.0 0 7.4
31 21.4 24.5 19.2 8.0 0 5.3
38 22.9 28.7 18.5 5.9 0 10.2
31 23.6 29.3 20.0 6.3 5.5 9.3
20 20.5 26.9 18.3 9.1 19.0 8.6
25 21.2 27.1 17.3 6.8 0.1 9.8
51 21.3 25.8 18.4 6.4 0.0 7.4
35 22.5 27.7 18.3 3.9 0 9.4
39 23.2 28.5 19.5 4.5 0 9.0
33 23.9 29.0 19.1 6.6 0 9.9
69 24.5 30.7 21.5 7.8 3.5 9.2
54 24.4 29.1 20.5 5.4 0.1 8.6
48 22.5 25.6 20.8 8.0 0.0 4.8
50 24.2 28.6 20.7 9.1 1.5 7.9
24 23.1 28.2 19.8 8.8 8.5 8.4
20 23.7 29.0 20.2 8.0 0.4 8.8
30 21.0 23.2 19.4 7.8 24.5 3.8
38 22.9 27.2 19.4 4.8 0 7.8
47 23.8 29.0 20.2 6.3 0 8.8
45 24.4 29.5 20.2 5.9 0 9.3
32 24.1 29.5 20.6 5.4 0 8.9
35 23.8 28.4 21.3 7.1 0.0 7.1
31 24.1 29.8 20.9 6.9 0 8.9
32 25.3 30.2 21.2 3.4 0 9.0
42 26.0 31.2 21.1 3.6 0 10.1
68 25.7 31.1 22.1 8.4 20.5 9.0
22 22.6 24.7 21.4 9.6 2.0 3.3
18 26.8 32.3 21.6 4.1 0 10.7
30 25.7 29.7 22.3 6.1 0 7.4
23 25.7 29.5 23.0 6.4 0 6.5
31 27.1 33.8 20.8 2.5 0 13.0
27 25.9 29.3 23.7 7.6 0.2 5.6
20 27.6 33.0 25.6 9.4 0.5 7.4
30 28.9 33.6 24.6 6.3 0 9.0
57 27.1 32.8 23.0 2.3 0 9.8
68 25.3 29.6 22.9 7.4 0 6.7
52 25.4 29.4 23.0 7.8 0 6.4
72 26.4 30.7 22.8 4.8 0 7.9
84 26.8 32.3 23.9 7.0 0 8.4
48 26.6 32.2 23.5 5.6 0 8.7
21 25.9 29.6 23.6 8.4 0.2 6.0
15 26.1 30.6 22.6 7.6 1.5 8.0
42 27.0 30.7 24.7 9.0 0 6.0
52 27.9 33.2 24.6 6.4 0 8.6
50 27.3 31.6 24.4 6.0 0 7.2
18 25.9 28.2 24.6 9.8 16.5 3.6
17 23.6 25.2 21.7 10.0 55.0 3.5
11 21.9 24.5 19.1 9.3 48.0 5.4
16 27.5 33.7 22.1 9.5 59.5 11.6
34 22.6 27.3 20.8 9.3 2.5 6.5
75 25.0 30.6 21.4 4.0 0 9.2
60 26.6 31.3 21.6 5.0 0 9.7
37 26.5 30.1 23.4 5.4 0 6.7
26 28.6 33.5 25.0 6.5 0 8.5
26 28.6 34.4 25.8 6.8 1.5 8.6
16 30.2 34.7 24.7 4.9 0 10.0
12 31.4 35.8 28.7 8.0 0.0 7.1
9 26.5 30.5 24.1 9.6 13.0 6.4
11 26.4 29.6 24.7 9.0 6.5 4.9
46 26.6 29.2 25.0 8.0 0.0 4.2
43 24.4 26.2 22.5 10.0 10.5 3.7
38 24.7 27.1 22.6 7.9 0.2 4.5
19 26.1 30.6 21.9 2.1 0 8.7
19 26.5 31.6 22.3 4.6 0 9.3
11 23.4 27.7 19.6 8.3 42.5 8.1
24 23.7 28.6 18.3 4.5 0 10.3
57 25.8 30.4 22.3 5.6 0 8.1
68 24.2 26.7 22.5 9.4 0.0 4.2
